병원명,전화번호,소재지,사업자등록번호,,,,
경남수의동물병원,,경상남도 창녕군 계성면 명리,,,,,
경남수의동물병원(출장진료전문병원),,경상남도 진주시 상평동,,,,,
경남야생동물센터,557722335,경상남도 진주시 가좌동,,,,,
경남우유동물병원,552939509,경상남도 창원시 동읍 용잠리,,,,,
경남유우동물병원,552939509,경상남도 창원시 의창구 동읍 용잠리,,,,,
경남축산가축병원,556737737,경상남도 고성군 회화면 배둔리,,,,,
경동가축병원,546355257,경상북도 영주시 하망동,,,,,
경동동물병원,327659988,인천광역시 중구 경동,,,,,
경민동물병원,543366179,경상북도 영천시 도림동,,,,,
경북가축병원,,경상북도 안동시 금곡동,,,,,
경북가축병원,533525630,대구광역시 북구 노원동2가,,,,,
경북대동물병원,547620164,경상북도 경주시 안강읍 안강리,,,,,
경북대학교 수의과대학 부속동물병원,539506898,대구광역시 북구 산격동,,,,,
경북대학교 수의과대학 부속동물병원(분원),545301970,경상북도 상주시 가장동,,,,,
경북동물병원,,경상북도 고령군 쌍림면 고곡리,,,,,
경북종합동물병원,545410304,경상북도 상주시 함창읍 구향리,,,,,
경산동물병원,118113503,경상북도 경산시 중방동,,,,,
경산의 삽살개육종연구소,,경상북도 경산시 와촌면 박사리,,,,,
경산축산농협 동물병원,538567585,경상북도 경산시 자인면 서부리,,,,,
경상국립대학교 동물의료원,557722323,경상남도 진주시 가좌동,,,,,
경상국립대학교수의과대학부속동물병원,557722324,경상남도 진주시 가좌동,,,,,
경상동물병원,,경상남도 산청군 산청읍 지리,,,,,
경상동물병원,552635144,경상남도 창원시 상남동,,,,,
경상동물병원,552635144,경상남도 창원시 성산구 상남동,,,,,
경상동물병원,,경상남도 함안군 가야읍 도항리,,,,,
경상북도 야생동물 구조관리센터,548408251,,,,,,
경서동물병원,231580733,경기도 고양시 덕양구 화전동,,,,,
경의,,경상북도 의성군 의성읍 후죽리,,,,,
경인동물의료센터,25718275,서울특별시 영등포구 영등포동,,,,,
경일 동물병원,552971919,경상남도 창원시 마산회원구 회성동,,,,,
경주동물병원,547724712,경상북도 경주시 성동동,,,,,
경주축협동물병원(황성점),547737381,,,,,,
경희궁 바른 동물병원,,서울특별시 종로구 홍파동,,,,,
계림동물병원,,경상북도 상주시 복룡동,,,,,
계산동물병원,325492626,인천광역시 계양구 작전동,,,,,
계양 24시 SKY 동물병원,322757575,인천광역시 계양구 작전동,,,,,
계양 동물 메디컬 센터,325559975,인천광역시 계양구 계산동,,,,,
계양동물병원,325518275,인천광역시 계양구 효성동,,,,,
고강동물병원,326835137,경기도 부천시 고강동,,,,,
고고동물병원,,경상북도 상주시 공성면 옥산리,,,,,
고대영동물병원,314138275,경기도 안산시 상록구 성포동,,,,,
고덕 고래힐동물병원,24415515,서울특별시 강동구 고덕동,,,,,
고덕24시 동물병원,262278275,,,,,,
고동물병원,512460473,부산광역시 중구 남포동5가,,,,,
고득영동물병원,226080973,서울특별시 강서구 화곡동,,,,,
고래 동물병원,,경기도 시흥시 은행동,,,,,
고려동물메디컬센터,,충청북도 청주시 흥덕구 사직동,,,,,
고려동물메디컬센터,(0432685677,충청북도 청주시 서원구 사직동,,,,,
고려동물병원,7077963478,충청북도 옥천군 옥천읍 장야리,,,,,
고려동물병원,415578575,충청남도 천안시 동남구 신부동,312-31-21348,,,,
고려동물병원,332649975,강원도 춘천시 퇴계동,,,,,
고려동물병원,233910075,서울특별시 노원구 상계동,,,,,
고려동물병원,173240794,경기도 화성시 봉담읍 와우리,,,,,
고려동물병원,552386520,경상남도 창원시 봉곡동,,,,,
고려동물병원,552386520,경상남도 창원시 의창구 봉곡동,,,,,
고려동물병원,3115779291,경기도 하남시 신장동,,,,,
고려동물병원,312563369,경기도 수원시 장안구 정자동,,,,,
고려동물병원,553250175,경상남도 김해시 서상동,,,,,
고려동물병원,196157585,광주광역시 남구 방림동,,,,,
고려동물병원,319412422,경기도 파주시 금촌동,,,,,
고려동물병원,545363675,경상북도 상주시 남성동,,,,,
고려동물병원,28617582,서울특별시 관악구 신림동,,,,,
고려동물병원,638550124,전라북도 익산시 영등동,,,,,
고려동물병원,416641620,충청남도 서산시 동문동,,,,,
고려동물병원,613938181,전라남도 장성군 장성읍 영천리,,,,,
고려동물병원,543710563,경상북도 청도군 청도읍 고수리,,,,,
고려동물병원 (출장전문동물병원),316744432,경기도 안성시 보개면 양복리,,,,,
고려동물병원(출장진료전문동물병원),613829646,전라남도 담양군 담양읍 지침리,,,,,
고려동물종합병원,0164774686(6337582,대전광역시 대덕구 송촌동,,,,,
고려애견종합병원,532566100,대구광역시 중구 남산동,,,,,
고려애견종합병원,317351942,경기도 성남시 수정구 신흥동,,,,,
고려종합동물병원,25757999,서울특별시 강남구 도곡동,,,,,
고려종합동물병원,236618200,서울특별시 강서구 가양동,,,,,
고령가축병원,549542668,경상북도 고령군 고령읍 헌문리,,,,,
고령성주축협동물병원,549540723,경상북도 고령군 고령읍 고아리,,,,,
고방동물병원,316327582,경기도 이천시 부발읍 신하리,,,,,
고병기동물병원,312367582,경기도 수원시 권선구 권선동,,,,,
고성동물병원,,경상남도 고성군 고성읍 동외리,,,,,
고성동물병원,,강원도 고성군 간성읍 신안리,,,,,
고앤서 동물병원,538137580,경상북도 경산시 중산동,,,,,
고양 우리아이 동물병원,319650079,경기도 고양시 덕양구 고양동,,,,,
고양동물병원,319647599,경기도 고양시 덕양구 고양동,128-38-45064,,,,
고양시 동물보호센터,319623232,경기도 고양시 덕양구 원흥동,,,,,
고양이병원 소설,3180395382,경기도 성남시 분당구 운중동,,,,,
고운동물병원,448659575,세종특별자치시 고운동,,,,,
고은동물병원,513117578,부산광역시 사상구 모라동,,,,,
고은동물병원,538148005,경상북도 경산시 중방동,,,,,
고제용 동물병원,336334212,강원도 속초시 교동,,,,,
고창,635610561,전라북도 고창군 고창읍 읍내리,,,,,
고창부안축협동물병원,635612480,전라북도 고창군 흥덕면 신덕리,,,,,
고창중앙 동물병원,635634245,전라북도 고창군 고창읍 읍내리,,,,,
고척원동물의료센터,228567582,서울특별시 구로구 고척동,,,,,
고촌동물병원,9.8631E+17,경기도 김포시 고촌읍 신곡리,,,,,
고흥 홍교 동물병원,,전라남도 고흥군 과역면 과역리,,,,,
고흥동물병원,,전라남도 고흥군 고흥읍 남계리,,,,,
고흥미소동물병원,,전라남도 고흥군 고흥읍 남계리,,,,,
고흥종합동물병원,618327582,전라남도 고흥군 고흥읍 남계리,,,,,
곤양가축병원,,경상남도 사천시 곤양면 성내리,,,,,
곤지암동물병원,317695675,경기도 광주시 곤지암읍 곤지암리,,,,,
곤지암행복동물병원,317619394,경기도 광주시 곤지암읍,,,,,
골드퍼피&실버캣,,서울특별시 중랑구 중화동,,,,,
골드퍼피동물병원 공릉점,29715955,서울특별시 노원구 공릉동,510-17-30620,,,,
골드퍼피동물병원 중계점,29726543,서울특별시 노원구 중계동,775-14-00678,,,,
곰아저씨 동물병원,537465575,대구광역시 수성구 수성동4가,,,,,
공감＋동물의료센터,312140025,경기도 수원시 영통구 원천동,,,,,
공감동물병원,226660829,서울특별시 강서구 마곡동,,,,,
공검가축병원,545411157,경상북도 상주시 공검면 양정리,,,,,
공군교육사령부동물병원,557502671,경상남도 진주시 금산면 속사리,,,,,
공덕 건강한 동물병원,27010705,서울특별시 마포구 공덕동,,,,,
공원애견동물병원,314197574,경기도 안산시 상록구 본오동,,,,,
공원옆 동물병원,547710055,,,,,,
공원옆동물병원,226508275,서울특별시 양천구 신정동,,,,,
공주동물병원,,충청남도 공주시 금성동,,,,,
공항축산,26638520,,,,,,
관문동물병원,542775809,경상북도 포항시 남구 효자동,,,,,
관악동물종합병원,28832733,서울특별시 관악구 봉천동,,,,,
관양동물병원,313843920,경기도 안양시 동안구 관양동,,,,,
관저종합동물병원,425467575,대전광역시 서구 관저동,,,,,
광교 우리들동물병원,312560075,경기도 수원시 영통구 이의동,,,,,
광교24시 동물의료센터,318937982,경기도 용인시 수지구 상현동,,,,,
광교산동물병원,312412668,경기도 수원시 장안구 영화동,,,,,
광교호수 동물병원,312127515,경기도 용인시 수지구 상현동,,,,,
광명 24 아이디동물의료센터,269522475,경기도 광명시 철산동,,,,,
광명시티동물병원,28977585,경기도 광명시 소하동,,,,,
광산동물병원,629445550,광주광역시 광산구 송정동,,,,,
광안동물병원,,부산광역시 수영구 광안동,,,,,
광양동물메디컬센터,617927501,전라남도 광양시 중동,643-79-00079,,,,
광양동물병원,617617613,전라남도 광양시 광양읍 인동리,,,,,
광장동물병원,536535549,대구광역시 달서구 두류동,,,,,
광장동물병원,332428075,강원도 춘천시 효자동,,,,,
광적동물병원,318363507,경기도 양주시 광적면 가납리,,,,,
광주 한사랑동물병원,622230075,광주광역시 동구 학동,,,,,
광주24시스카이동물메디컬센터,627194275,광주광역시 서구 쌍촌동,,,,,
광주TNR동물병원(송정),317987581,경기도 광주시 송정동,,,,,
광주TNR동물병원(초월),317987581,경기도 광주시 초월읍 지월리,,,,,
광주광역시 야생동물구조관리센터,626136651,광주광역시 서구 유촌동,,,,,
광주광역시 우치동물원 동물병원,626135890,광주광역시 북구 생용동,,,,,
광주다온동물병원,629567566,광주광역시 광산구 월곡동,,,,,
광주동물메디컬센터,625230075,광주광역시 광산구 신창동,401-59-00064,,,,
광주동물병원,626815720,광주광역시 남구 송하동,,,,,
광주동물병원,116223537,전라남도 고흥군 고흥읍 남계리,,,,,
광주동물병원,,전라남도 완도군 완도읍 군내리,,,,,
광주동물병원,317638825,경기도 광주시 오포읍 양벌리,,,,,
광주동물보호소 부속동물병원,625712808,광주광역시 북구 본촌동,,,,,
광주축산농협 동물병원,622281083,광주광역시 서구 마륵동,,,,,
광주축산농협동물병원,626741232,광주광역시 남구 송하동,,,,,
광진24시필동물병원,24468175,서울특별시 광진구 구의동,,,,,
광진동물병원,555320636,경상남도 창녕군 창녕읍 말흘리,,,,,
광진동물의료센터,24574545,서울특별시 광진구 구의동,206-28-28787,,,,
광혜원동물병원,,충청북도 진천군 광혜원면 광혜원리,,,,,
광화문동물병원,27228275,서울특별시 종로구 통인동,,,,,
광희동물병원,632296649,전라북도 완주군 이서면 이문리,,,,,
괴산증평축협동물병원,438338869,충청북도 괴산군 괴산읍 동부리,,,,,
괴정동물병원,512073344,부산광역시 사하구 괴정동,,,,,
교대동물병원,25961175,서울특별시 서초구 서초동,,,,,
교래 말 전문병원,1196677582,제주특별자치도 제주시 구좌읍 세화리,,,,,
교하동물병원,319572388,경기도 파주시 금촌동,,,,,
구구동물병원,516389977,부산광역시 동구 범일동,,,,,
구담가축병원,,경상북도 안동시 풍천면 구담리,,,,,
구로다나은동물병원,226727582,서울특별시 구로구 신도림동,,,,,
구로종합동물병원,226310085,서울특별시 구로구 신도림동,,,,,
구름동물병원,226948275,서울특별시 양천구 신정동,,,,,
구리동물병원,315579009,경기도 구리시 수택동,,,,,
구미 JM 동물 메디컬 센터,544650220,경상북도 구미시 공단동,,,,,
구미TOP동물의료센터,544437582,경상북도 구미시 도량동,,,,,
구미가축병원,544352107,경상북도 구미시 원평동,,,,,
구미옥계동물병원,544627582,경상북도 구미시 옥계동,,,,,
구미칠곡축산농협동물병원,544821377,경상북도 구미시 선산읍 교리,,,,,
구서동물병원,5.12166E+17,부산광역시 금정구 구서동,,,,,
구성동물병원,312757579,경기도 용인시 기흥구 마북동,,,,,
구자동동물병원,25047588,경기도 과천시 별양동,,,,,
구지동물병원,536144939,대구광역시 달성군 구지면 창리,,,,,
구평동물병원,,경상북도 구미시 구평동,,,,,
구포동물병원,513325688,부산광역시 북구 구포동,,,,,
구피동물병원,,충청남도 서산시 예천동,,,,,
국군의학연구소 동물병원,428784878,대전광역시 유성구 추목동,,,,,
국립공원공단 국립공원연구원 생태보전실 중부보전센터,546379120,,,,,,
국립공원공단 국립공원연구원 야생동물의료센터,617839585,전라남도 구례군 마산면 황전리,,,,,
국립공원관리공단 국립공원연구원 북부보전센터,334639120,강원도 인제군 북면 용대리,,,,,
국립백두대간수목원 동물병원,546790977,경상북도 봉화군 춘양면 서벽리,,,,,
국립생태원 멸종위기종복원센터,546807451,경상북도 영양군 영양읍 대천리,,,,,
국립생태원 멸종위기종복원센터 동물병원,546807451,경상북도 영양군 영양읍 대천리,,,,,
국립생태원동물병원,419505875,충청남도 서천군 마서면 송내리,,,,,
국립축산과학원 가금연구소 동물병원,333309500,강원도 평창군 대관령면 횡계리,,,,,
국립축산과학원 난지축산연구소 동물병원,,제주특별자치도 제주시 오등동,,,,,
국립축산과학원 동물병원,632387224,전라북도 완주군 이서면 금평리,,,,,
